Tositenumero;Kirjauspvm;Tili;Tilin nimi;Kustannuspaikka;Kustannuspaikan nimi;Toimittajanro;Toimittajan nimi;Y-Tunnus;Euroa
8003150;5.11.2024 00:00;4341;4341 Toimisto- ja as.tuntijapalvelu;1102;1102 Kaupunginvaltuusto;697;Tutkimustie Oy;2010879-9     ;225
8006803;4.12.2024 00:00;4341;4341 Toimisto- ja as.tuntijapalvelu;1102;1102 Kaupunginvaltuusto;697;Tutkimustie Oy;2010879-9     ;1230
8011492;14.1.2025 00:00;4341;4341 Toimisto- ja as.tuntijapalvelu;1102;1102 Kaupunginvaltuusto;697;Tutkimustie Oy;2010879-9     ;219
8001661;21.10.2024 00:00;4342;4342 ICT-palvelut;1102;1102 Kaupunginvaltuusto;460;Stremia Oy;2377558-9     ;1550
8003143;5.11.2024 00:00;4342;4342 ICT-palvelut;1102;1102 Kaupunginvaltuusto;37;Hämeenlinnan Toimistotarvike Petri;1141840-2     ;140
8003145;5.11.2024 00:00;4342;4342 ICT-palvelut;1102;1102 Kaupunginvaltuusto;178;Telia Finland Oyj;1475607-9     ;191,25
8004561;15.11.2024 00:00;4342;4342 ICT-palvelut;1102;1102 Kaupunginvaltuusto;460;Stremia Oy;2377558-9     ;2050
8006477;2.12.2024 00:00;4342;4342 ICT-palvelut;1102;1102 Kaupunginvaltuusto;178;Telia Finland Oyj;1475607-9     ;193,8
8008406;17.12.2024 00:00;4342;4342 ICT-palvelut;1102;1102 Kaupunginvaltuusto;460;Stremia Oy;2377558-9     ;1550
8000818;11.10.2024 00:00;4412;4412 Ravitsemispalvelut;1102;1102 Kaupunginvaltuusto;106;Verkatehdas Oy;2069302-7     ;2276,23
8000960;14.10.2024 00:00;4412;4412 Ravitsemispalvelut;1102;1102 Kaupunginvaltuusto;83;R. Holappa Oy;2071187-0     ;789,47
8001667;21.10.2024 00:00;4412;4412 Ravitsemispalvelut;1102;1102 Kaupunginvaltuusto;23;HPK Liiga Oy;2064101-6     ;1126,5
8001659;21.10.2024 00:00;4412;4412 Ravitsemispalvelut;1102;1102 Kaupunginvaltuusto;83;R. Holappa Oy;2071187-0     ;122,81
8004562;15.11.2024 00:00;4412;4412 Ravitsemispalvelut;1102;1102 Kaupunginvaltuusto;83;R. Holappa Oy;2071187-0     ;1908,77
8006092;26.11.2024 00:00;4412;4412 Ravitsemispalvelut;1102;1102 Kaupunginvaltuusto;83;R. Holappa Oy;2071187-0     ;263,16
8008746;18.12.2024 00:00;4412;4412 Ravitsemispalvelut;1102;1102 Kaupunginvaltuusto;83;R. Holappa Oy;2071187-0     ;122,81
8008745;18.12.2024 00:00;4412;4412 Ravitsemispalvelut;1102;1102 Kaupunginvaltuusto;83;R. Holappa Oy;2071187-0     ;552,63
8000326;7.10.2024 00:00;4420;4420 Matkustuspalvelut;1102;1102 Kaupunginvaltuusto;317;HÄMEBUS OY;2630676-1     ;517
8009303;20.12.2024 00:00;4442;4442 Kulttuuri-ja liikuntapalvelut;1102;1102 Kaupunginvaltuusto;292;Museovirasto;0292559-2     ;119,52
8009303;20.12.2024 00:00;4442;4442 Kulttuuri-ja liikuntapalvelut;1102;1102 Kaupunginvaltuusto;292;Museovirasto;0292559-2     ;306
8009967;2.1.2025 00:00;4442;4442 Kulttuuri-ja liikuntapalvelut;1102;1102 Kaupunginvaltuusto;240;Musiikkiteatteri Spektri Oy;3205148-6     ;75,7
8009967;2.1.2025 00:00;4442;4442 Kulttuuri-ja liikuntapalvelut;1102;1102 Kaupunginvaltuusto;240;Musiikkiteatteri Spektri Oy;3205148-6     ;827,27
8000818;11.10.2024 00:00;4470;4470 Muut palvelut;1102;1102 Kaupunginvaltuusto;106;Verkatehdas Oy;2069302-7     ;178,49
8009294;20.12.2024 00:00;4520;4520 Elintarvikkeet;1102;1102 Kaupunginvaltuusto;221;Kanresta Oy;0986855-1     ;1902,11
8009294;20.12.2024 00:00;4520;4520 Elintarvikkeet;1102;1102 Kaupunginvaltuusto;221;Kanresta Oy;0986855-1     ;3462,32
8006375;29.11.2024 00:00;4600;4600 Muu materiaali;1102;1102 Kaupunginvaltuusto;65;Mastermark Oy;0250487-8     ;80
8000818;11.10.2024 00:00;4820;4820 Rakennusten ja huoneist. vuokr;1102;1102 Kaupunginvaltuusto;106;Verkatehdas Oy;2069302-7     ;990
8009303;20.12.2024 00:00;4820;4820 Rakennusten ja huoneist. vuokr;1102;1102 Kaupunginvaltuusto;292;Museovirasto;0292559-2     ;358,57
8002533;29.10.2024 00:00;4350;4350 Painatukset,ilmoitukset,markk.;1103;1103 Kaupunginhallitus;28;Hämeen Media Oy;3221753-8     ;221,43
8010528;7.1.2025 00:00;4350;4350 Painatukset,ilmoitukset,markk.;1103;1103 Kaupunginhallitus;28;Hämeen Media Oy;3221753-8     ;242,34
8008404;17.12.2024 00:00;4410;4410 Majoituspalvelut;1103;1103 Kaupunginhallitus;92;Scandic Hotels Oy;1447914-7     ;162,36
8000281;4.10.2024 00:00;4412;4412 Ravitsemispalvelut;1103;1103 Kaupunginhallitus;93;SEB Kort Bank AB, Helsingin sivulii;1597729-5     ;20,56
8000465;8.10.2024 00:00;4412;4412 Ravitsemispalvelut;1103;1103 Kaupunginhallitus;23;HPK Liiga Oy;2064101-6     ;1018
8000817;11.10.2024 00:00;4412;4412 Ravitsemispalvelut;1103;1103 Kaupunginhallitus;83;R. Holappa Oy;2071187-0     ;332,89
8002116;24.10.2024 00:00;4412;4412 Ravitsemispalvelut;1103;1103 Kaupunginhallitus;83;R. Holappa Oy;2071187-0     ;1113,16
8002531;29.10.2024 00:00;4412;4412 Ravitsemispalvelut;1103;1103 Kaupunginhallitus;23;HPK Liiga Oy;2064101-6     ;1836,2
8003139;5.11.2024 00:00;4412;4412 Ravitsemispalvelut;1103;1103 Kaupunginhallitus;23;HPK Liiga Oy;2064101-6     ;1188,9
8003149;5.11.2024 00:00;4412;4412 Ravitsemispalvelut;1103;1103 Kaupunginhallitus;83;R. Holappa Oy;2071187-0     ;1089,47
8004547;15.11.2024 00:00;4412;4412 Ravitsemispalvelut;1103;1103 Kaupunginhallitus;221;Kanresta Oy;0986855-1     ;6349,74
8004553;15.11.2024 00:00;4412;4412 Ravitsemispalvelut;1103;1103 Kaupunginhallitus;83;R. Holappa Oy;2071187-0     ;62,28
8004560;15.11.2024 00:00;4412;4412 Ravitsemispalvelut;1103;1103 Kaupunginhallitus;83;R. Holappa Oy;2071187-0     ;92,11
8004559;15.11.2024 00:00;4412;4412 Ravitsemispalvelut;1103;1103 Kaupunginhallitus;83;R. Holappa Oy;2071187-0     ;190,79
8006093;26.11.2024 00:00;4412;4412 Ravitsemispalvelut;1103;1103 Kaupunginhallitus;83;R. Holappa Oy;2071187-0     ;15,94
8006093;26.11.2024 00:00;4412;4412 Ravitsemispalvelut;1103;1103 Kaupunginhallitus;83;R. Holappa Oy;2071187-0     ;299,12
8006373;29.11.2024 00:00;4412;4412 Ravitsemispalvelut;1103;1103 Kaupunginhallitus;23;HPK Liiga Oy;2064101-6     ;1260,5
8006476;2.12.2024 00:00;4412;4412 Ravitsemispalvelut;1103;1103 Kaupunginhallitus;83;R. Holappa Oy;2071187-0     ;15,94
8006476;2.12.2024 00:00;4412;4412 Ravitsemispalvelut;1103;1103 Kaupunginhallitus;83;R. Holappa Oy;2071187-0     ;414,47
8006802;4.12.2024 00:00;4412;4412 Ravitsemispalvelut;1103;1103 Kaupunginhallitus;83;R. Holappa Oy;2071187-0     ;15,94
8006802;4.12.2024 00:00;4412;4412 Ravitsemispalvelut;1103;1103 Kaupunginhallitus;83;R. Holappa Oy;2071187-0     ;452,63
8007520;10.12.2024 00:00;4412;4412 Ravitsemispalvelut;1103;1103 Kaupunginhallitus;83;R. Holappa Oy;2071187-0     ;15,94
8007520;10.12.2024 00:00;4412;4412 Ravitsemispalvelut;1103;1103 Kaupunginhallitus;83;R. Holappa Oy;2071187-0     ;232,02
8008404;17.12.2024 00:00;4412;4412 Ravitsemispalvelut;1103;1103 Kaupunginhallitus;92;Scandic Hotels Oy;1447914-7     ;15,4
8008400;17.12.2024 00:00;4412;4412 Ravitsemispalvelut;1103;1103 Kaupunginhallitus;83;R. Holappa Oy;2071187-0     ;62,28
8008401;17.12.2024 00:00;4412;4412 Ravitsemispalvelut;1103;1103 Kaupunginhallitus;83;R. Holappa Oy;2071187-0     ;62,28
8009968;2.1.2025 00:00;4412;4412 Ravitsemispalvelut;1103;1103 Kaupunginhallitus;23;HPK Liiga Oy;2064101-6     ;1499,6
8009970;2.1.2025 00:00;4412;4412 Ravitsemispalvelut;1103;1103 Kaupunginhallitus;83;R. Holappa Oy;2071187-0     ;15,94
8009969;2.1.2025 00:00;4412;4412 Ravitsemispalvelut;1103;1103 Kaupunginhallitus;83;R. Holappa Oy;2071187-0     ;62,28
8009971;2.1.2025 00:00;4412;4412 Ravitsemispalvelut;1103;1103 Kaupunginhallitus;83;R. Holappa Oy;2071187-0     ;62,28
8009970;2.1.2025 00:00;4412;4412 Ravitsemispalvelut;1103;1103 Kaupunginhallitus;83;R. Holappa Oy;2071187-0     ;424,56
8000281;4.10.2024 00:00;4420;4420 Matkustuspalvelut;1103;1103 Kaupunginhallitus;93;SEB Kort Bank AB, Helsingin sivulii;1597729-5     ;68,55
8004555;15.11.2024 00:00;4420;4420 Matkustuspalvelut;1103;1103 Kaupunginhallitus;93;SEB Kort Bank AB, Helsingin sivulii;1597729-5     ;13,73
8008396;17.12.2024 00:00;4420;4420 Matkustuspalvelut;1103;1103 Kaupunginhallitus;93;SEB Kort Bank AB, Helsingin sivulii;1597729-5     ;9,09
8010881;10.1.2025 00:00;4420;4420 Matkustuspalvelut;1103;1103 Kaupunginhallitus;93;SEB Kort Bank AB, Helsingin sivulii;1597729-5     ;14,73
8008740;18.12.2024 00:00;4442;4442 Kulttuuri-ja liikuntapalvelut;1103;1103 Kaupunginhallitus;1035;Hämeenlinnan Mieskuoro ry;0499963-2     ;140
8000281;4.10.2024 00:00;4470;4470 Muut palvelut;1103;1103 Kaupunginhallitus;93;SEB Kort Bank AB, Helsingin sivulii;1597729-5     ;10,36
8010450;7.1.2025 00:00;4470;4470 Muut palvelut;1103;1103 Kaupunginhallitus;1181;Tammenlehvän Hämeenlinnanseudun Per;3084872-3     ;2544
8000465;8.10.2024 00:00;4600;4600 Muu materiaali;1103;1103 Kaupunginhallitus;23;HPK Liiga Oy;2064101-6     ;44,6
8003139;5.11.2024 00:00;4600;4600 Muu materiaali;1103;1103 Kaupunginhallitus;23;HPK Liiga Oy;2064101-6     ;26
8000517;8.10.2024 00:00;4460;4460 Muut yhteistoimintaosuudet;1104;1104 Jäsenmaksut ja avustukset;206;Hämeen Maakuntaliitto, kuntayhtymä;0826048-0     ;70742
8004131;12.11.2024 00:00;4460;4460 Muut yhteistoimintaosuudet;1104;1104 Jäsenmaksut ja avustukset;206;Hämeen Maakuntaliitto, kuntayhtymä;0826048-0     ;70742
8006677;4.12.2024 00:00;4460;4460 Muut yhteistoimintaosuudet;1104;1104 Jäsenmaksut ja avustukset;206;Hämeen Maakuntaliitto, kuntayhtymä;0826048-0     ;70745
8006675;4.12.2024 00:00;4470;4470 Muut palvelut;1104;1104 Jäsenmaksut ja avustukset;309;Säveltäjäin Tekijänoikeustoimisto;0117040-7     ;9564,66
8009353;20.12.2024 00:00;4470;4470 Muut palvelut;1104;1104 Jäsenmaksut ja avustukset;1135;GT Musiikkiluvat Oy;2647504-7     ;2412,8
8009353;20.12.2024 00:00;4470;4470 Muut palvelut;1104;1104 Jäsenmaksut ja avustukset;1135;GT Musiikkiluvat Oy;2647504-7     ;10163,89
8001385;17.10.2024 00:00;4342;4342 ICT-palvelut;1122;1122 Kaupungin johto;178;Telia Finland Oyj;1475607-9     ;40,31
8002944;4.11.2024 00:00;4342;4342 ICT-palvelut;1122;1122 Kaupungin johto;37;Hämeenlinnan Toimistotarvike Petri;1141840-2     ;96
8003635;11.11.2024 00:00;4342;4342 ICT-palvelut;1122;1122 Kaupungin johto;93;SEB Kort Bank AB, Helsingin sivulii;1597729-5     ;39,9
8005722;25.11.2024 00:00;4342;4342 ICT-palvelut;1122;1122 Kaupungin johto;178;Telia Finland Oyj;1475607-9     ;40,31
8008664;18.12.2024 00:00;4342;4342 ICT-palvelut;1122;1122 Kaupungin johto;1064;4k-media;2677987-6     ;700
8009249;20.12.2024 00:00;4342;4342 ICT-palvelut;1122;1122 Kaupungin johto;178;Telia Finland Oyj;1475607-9     ;40,31
8011641;14.1.2025 00:00;4342;4342 ICT-palvelut;1122;1122 Kaupungin johto;178;Telia Finland Oyj;1475607-9     ;40,31
8003636;11.11.2024 00:00;4350;4350 Painatukset,ilmoitukset,markk.;1122;1122 Kaupungin johto;19;Grano Oy;2197935-0     ;195
8005718;25.11.2024 00:00;4350;4350 Painatukset,ilmoitukset,markk.;1122;1122 Kaupungin johto;698;Taelek Oy;1935435-1     ;380
8004130;12.11.2024 00:00;4360;4360 Posti- ja kuriiripalvelut;1122;1122 Kaupungin johto;310;Posti Messaging Oy;2876876-7     ;1228,34
8006678;4.12.2024 00:00;4360;4360 Posti- ja kuriiripalvelut;1122;1122 Kaupungin johto;80;Posti Oy;2344200-4     ;33,92
8009329;20.12.2024 00:00;4360;4360 Posti- ja kuriiripalvelut;1122;1122 Kaupungin johto;79;Posti Jakelu Oy;0109357-9     ;331,46
8010880;10.1.2025 00:00;4360;4360 Posti- ja kuriiripalvelut;1122;1122 Kaupungin johto;310;Posti Messaging Oy;2876876-7     ;856,73
8003635;11.11.2024 00:00;4380;4380 Puht.pito- ja pesulapalvelut;1122;1122 Kaupungin johto;93;SEB Kort Bank AB, Helsingin sivulii;1597729-5     ;113,9
8009737;30.12.2024 00:00;4380;4380 Puht.pito- ja pesulapalvelut;1122;1122 Kaupungin johto;58;Lindström Oy;1712792-1     ;388,06
8010908;10.1.2025 00:00;4380;4380 Puht.pito- ja pesulapalvelut;1122;1122 Kaupungin johto;93;SEB Kort Bank AB, Helsingin sivulii;1597729-5     ;113,9
8001832;22.10.2024 00:00;4400;4400 Koneiden, kaluston ja laitteid;1122;1122 Kaupungin johto;412;Suomen Euromaster OY;0711042-1     ;158
8010908;10.1.2025 00:00;4410;4410 Majoituspalvelut;1122;1122 Kaupungin johto;93;SEB Kort Bank AB, Helsingin sivulii;1597729-5     ;167,45
8000526;8.10.2024 00:00;4412;4412 Ravitsemispalvelut;1122;1122 Kaupungin johto;93;SEB Kort Bank AB, Helsingin sivulii;1597729-5     ;78,8
8001378;17.10.2024 00:00;4412;4412 Ravitsemispalvelut;1122;1122 Kaupungin johto;221;Kanresta Oy;0986855-1     ;2385
8001383;17.10.2024 00:00;4412;4412 Ravitsemispalvelut;1122;1122 Kaupungin johto;83;R. Holappa Oy;2071187-0     ;93,42
8001382;17.10.2024 00:00;4412;4412 Ravitsemispalvelut;1122;1122 Kaupungin johto;83;R. Holappa Oy;2071187-0     ;184,21
8001379;17.10.2024 00:00;4412;4412 Ravitsemispalvelut;1122;1122 Kaupungin johto;83;R. Holappa Oy;2071187-0     ;249,12
8001381;17.10.2024 00:00;4412;4412 Ravitsemispalvelut;1122;1122 Kaupungin johto;83;R. Holappa Oy;2071187-0     ;491,23
8001493;21.10.2024 00:00;4412;4412 Ravitsemispalvelut;1122;1122 Kaupungin johto;83;R. Holappa Oy;2071187-0     ;435,5
8001660;21.10.2024 00:00;4412;4412 Ravitsemispalvelut;1122;1122 Kaupungin johto;289;Hauhotalo Oy;2479031-8     ;181,35
8002114;24.10.2024 00:00;4412;4412 Ravitsemispalvelut;1122;1122 Kaupungin johto;83;R. Holappa Oy;2071187-0     ;350,88
8002120;25.10.2024 00:00;4412;4412 Ravitsemispalvelut;1122;1122 Kaupungin johto;83;R. Holappa Oy;2071187-0     ;92,11
8003638;11.11.2024 00:00;4412;4412 Ravitsemispalvelut;1122;1122 Kaupungin johto;83;R. Holappa Oy;2071187-0     ;55,26
8004554;15.11.2024 00:00;4412;4412 Ravitsemispalvelut;1122;1122 Kaupungin johto;83;R. Holappa Oy;2071187-0     ;217,98
8005720;25.11.2024 00:00;4412;4412 Ravitsemispalvelut;1122;1122 Kaupungin johto;221;Kanresta Oy;0986855-1     ;5258,7
8006377;29.11.2024 00:00;4412;4412 Ravitsemispalvelut;1122;1122 Kaupungin johto;83;R. Holappa Oy;2071187-0     ;93,42
8006376;29.11.2024 00:00;4412;4412 Ravitsemispalvelut;1122;1122 Kaupungin johto;83;R. Holappa Oy;2071187-0     ;101,32
8006478;2.12.2024 00:00;4412;4412 Ravitsemispalvelut;1122;1122 Kaupungin johto;83;R. Holappa Oy;2071187-0     ;93,42
8008737;18.12.2024 00:00;4412;4412 Ravitsemispalvelut;1122;1122 Kaupungin johto;221;Kanresta Oy;0986855-1     ;21809,21
8008663;18.12.2024 00:00;4412;4412 Ravitsemispalvelut;1122;1122 Kaupungin johto;93;SEB Kort Bank AB, Helsingin sivulii;1597729-5     ;138,6
8008665;18.12.2024 00:00;4412;4412 Ravitsemispalvelut;1122;1122 Kaupungin johto;83;R. Holappa Oy;2071187-0     ;270,18
8008739;18.12.2024 00:00;4412;4412 Ravitsemispalvelut;1122;1122 Kaupungin johto;83;R. Holappa Oy;2071187-0     ;526,32
8009251;20.12.2024 00:00;4412;4412 Ravitsemispalvelut;1122;1122 Kaupungin johto;83;R. Holappa Oy;2071187-0     ;138,16
8009250;20.12.2024 00:00;4412;4412 Ravitsemispalvelut;1122;1122 Kaupungin johto;83;R. Holappa Oy;2071187-0     ;674,7
8009736;30.12.2024 00:00;4412;4412 Ravitsemispalvelut;1122;1122 Kaupungin johto;83;R. Holappa Oy;2071187-0     ;14,04
8009969;2.1.2025 00:00;4412;4412 Ravitsemispalvelut;1122;1122 Kaupungin johto;83;R. Holappa Oy;2071187-0     ;62,28
8010908;10.1.2025 00:00;4412;4412 Ravitsemispalvelut;1122;1122 Kaupungin johto;93;SEB Kort Bank AB, Helsingin sivulii;1597729-5     ;30,8
8010908;10.1.2025 00:00;4412;4412 Ravitsemispalvelut;1122;1122 Kaupungin johto;93;SEB Kort Bank AB, Helsingin sivulii;1597729-5     ;62,63
8000526;8.10.2024 00:00;4420;4420 Matkustuspalvelut;1122;1122 Kaupungin johto;93;SEB Kort Bank AB, Helsingin sivulii;1597729-5     ;34,82
8001380;17.10.2024 00:00;4420;4420 Matkustuspalvelut;1122;1122 Kaupungin johto;66;Matkatoimisto Häme-Matkat Oy;0225351-1     ;73,31
8001380;17.10.2024 00:00;4420;4420 Matkustuspalvelut;1122;1122 Kaupungin johto;66;Matkatoimisto Häme-Matkat Oy;0225351-1     ;1124
8001831;22.10.2024 00:00;4420;4420 Matkustuspalvelut;1122;1122 Kaupungin johto;66;Matkatoimisto Häme-Matkat Oy;0225351-1     ;758
8003635;11.11.2024 00:00;4420;4420 Matkustuspalvelut;1122;1122 Kaupungin johto;93;SEB Kort Bank AB, Helsingin sivulii;1597729-5     ;19,93
8003635;11.11.2024 00:00;4420;4420 Matkustuspalvelut;1122;1122 Kaupungin johto;93;SEB Kort Bank AB, Helsingin sivulii;1597729-5     ;36,57
8008663;18.12.2024 00:00;4420;4420 Matkustuspalvelut;1122;1122 Kaupungin johto;93;SEB Kort Bank AB, Helsingin sivulii;1597729-5     ;51,7
8008663;18.12.2024 00:00;4420;4420 Matkustuspalvelut;1122;1122 Kaupungin johto;93;SEB Kort Bank AB, Helsingin sivulii;1597729-5     ;168,64
8009248;20.12.2024 00:00;4420;4420 Matkustuspalvelut;1122;1122 Kaupungin johto;56;Lehdon Liikenne Oy;0300343-4     ;4010
8009293;20.12.2024 00:00;4420;4420 Matkustuspalvelut;1122;1122 Kaupungin johto;206;Hämeen Maakuntaliitto, kuntayhtymä;0826048-0     ;390,26
8010514;7.1.2025 00:00;4420;4420 Matkustuspalvelut;1122;1122 Kaupungin johto;168;VR-Yhtymä Oyj;1003521-5     ;-25,36
8010717;8.1.2025 00:00;4420;4420 Matkustuspalvelut;1122;1122 Kaupungin johto;168;VR-Yhtymä Oyj;1003521-5     ;33,55
8010908;10.1.2025 00:00;4420;4420 Matkustuspalvelut;1122;1122 Kaupungin johto;93;SEB Kort Bank AB, Helsingin sivulii;1597729-5     ;42,91
8005721;25.11.2024 00:00;4442;4442 Kulttuuri-ja liikuntapalvelut;1122;1122 Kaupungin johto;592;Hämeenlinnan Jalkapalloseura Ry;1582099-2     ;120,5
8007040;9.12.2024 00:00;4442;4442 Kulttuuri-ja liikuntapalvelut;1122;1122 Kaupungin johto;258;Team Agency Oy;3177664-5     ;2000
8010597;8.1.2025 00:00;4442;4442 Kulttuuri-ja liikuntapalvelut;1122;1122 Kaupungin johto;830;Vanajanlinna Oy;0761209-3     ;450
8000526;8.10.2024 00:00;4470;4470 Muut palvelut;1122;1122 Kaupungin johto;93;SEB Kort Bank AB, Helsingin sivulii;1597729-5     ;8,77
8003635;11.11.2024 00:00;4470;4470 Muut palvelut;1122;1122 Kaupungin johto;93;SEB Kort Bank AB, Helsingin sivulii;1597729-5     ;12,43
8006428;2.12.2024 00:00;4470;4470 Muut palvelut;1122;1122 Kaupungin johto;72;Nordea Rahoitus Suomi Oy;0112305-3     ;8,5
8008397;17.12.2024 00:00;4470;4470 Muut palvelut;1122;1122 Kaupungin johto;72;Nordea Rahoitus Suomi Oy;0112305-3     ;95,62
8008663;18.12.2024 00:00;4470;4470 Muut palvelut;1122;1122 Kaupungin johto;93;SEB Kort Bank AB, Helsingin sivulii;1597729-5     ;14,92
8010908;10.1.2025 00:00;4470;4470 Muut palvelut;1122;1122 Kaupungin johto;93;SEB Kort Bank AB, Helsingin sivulii;1597729-5     ;39
8003635;11.11.2024 00:00;4520;4520 Elintarvikkeet;1122;1122 Kaupungin johto;93;SEB Kort Bank AB, Helsingin sivulii;1597729-5     ;8,86
8008397;17.12.2024 00:00;4520;4520 Elintarvikkeet;1122;1122 Kaupungin johto;72;Nordea Rahoitus Suomi Oy;0112305-3     ;19,09
8011640;14.1.2025 00:00;4520;4520 Elintarvikkeet;1122;1122 Kaupungin johto;254;Osuuskauppa Hämeenmaa;0910257-2     ;184,11
8000526;8.10.2024 00:00;4569;4569 Sähkö ja kaasu;1122;1122 Kaupungin johto;93;SEB Kort Bank AB, Helsingin sivulii;1597729-5     ;148,27
8003635;11.11.2024 00:00;4569;4569 Sähkö ja kaasu;1122;1122 Kaupungin johto;93;SEB Kort Bank AB, Helsingin sivulii;1597729-5     ;124,08
8007041;9.12.2024 00:00;4569;4569 Sähkö ja kaasu;1122;1122 Kaupungin johto;676;Oomi Solar Oy;3384654-7     ;11,3
8007042;9.12.2024 00:00;4569;4569 Sähkö ja kaasu;1122;1122 Kaupungin johto;676;Oomi Solar Oy;3384654-7     ;11,3
8008663;18.12.2024 00:00;4569;4569 Sähkö ja kaasu;1122;1122 Kaupungin johto;93;SEB Kort Bank AB, Helsingin sivulii;1597729-5     ;137,52
8010908;10.1.2025 00:00;4569;4569 Sähkö ja kaasu;1122;1122 Kaupungin johto;93;SEB Kort Bank AB, Helsingin sivulii;1597729-5     ;131,7
8010907;10.1.2025 00:00;4569;4569 Sähkö ja kaasu;1122;1122 Kaupungin johto;676;Oomi Solar Oy;3384654-7     ;11,3
8009734;30.12.2024 00:00;4581;4581 ICT, koneet ja laitteet;1122;1122 Kaupungin johto;5;Atea Finland Oy;0919156-0     ;8,91
8009735;30.12.2024 00:00;4581;4581 ICT, koneet ja laitteet;1122;1122 Kaupungin johto;5;Atea Finland Oy;0919156-0     ;1251,09
8009966;2.1.2025 00:00;4600;4600 Muu materiaali;1122;1122 Kaupungin johto;464;HML Kaisan Kukka Oy;0913425-9     ;164,94
8009965;2.1.2025 00:00;4600;4600 Muu materiaali;1122;1122 Kaupungin johto;464;HML Kaisan Kukka Oy;0913425-9     ;244,62
8011640;14.1.2025 00:00;4600;4600 Muu materiaali;1122;1122 Kaupungin johto;254;Osuuskauppa Hämeenmaa;0910257-2     ;23
8001660;21.10.2024 00:00;4820;4820 Rakennusten ja huoneist. vuokr;1122;1122 Kaupungin johto;289;Hauhotalo Oy;2479031-8     ;107,58
8005719;25.11.2024 00:00;4820;4820 Rakennusten ja huoneist. vuokr;1122;1122 Kaupungin johto;106;Verkatehdas Oy;2069302-7     ;4999,5
8000103;27.9.2024 00:00;4840;4840 Koneiden ja laitteiden vuokrat;1122;1122 Kaupungin johto;72;Nordea Rahoitus Suomi Oy;0112305-3     ;1053,22
8000283;4.10.2024 00:00;4840;4840 Koneiden ja laitteiden vuokrat;1122;1122 Kaupungin johto;275;Fleet Innovation Oy;2098898-4     ;854,56
8001384;17.10.2024 00:00;4840;4840 Koneiden ja laitteiden vuokrat;1122;1122 Kaupungin johto;72;Nordea Rahoitus Suomi Oy;0112305-3     ;1062,85
8006429;2.12.2024 00:00;4840;4840 Koneiden ja laitteiden vuokrat;1122;1122 Kaupungin johto;72;Nordea Rahoitus Suomi Oy;0112305-3     ;1062,85
8008408;17.12.2024 00:00;4840;4840 Koneiden ja laitteiden vuokrat;1122;1122 Kaupungin johto;275;Fleet Innovation Oy;2098898-4     ;334,2
8000282;4.10.2024 00:00;4342;4342 ICT-palvelut;1123;1123 Johtoryhmän työskentely;281;Suomen Erillisverkot Oy;1552436-8     ;527,49
8004558;15.11.2024 00:00;4342;4342 ICT-palvelut;1123;1123 Johtoryhmän työskentely;281;Suomen Erillisverkot Oy;1552436-8     ;527,49
8008738;18.12.2024 00:00;4342;4342 ICT-palvelut;1123;1123 Johtoryhmän työskentely;281;Suomen Erillisverkot Oy;1552436-8     ;527,49
8009972;2.1.2025 00:00;4412;4412 Ravitsemispalvelut;1123;1123 Johtoryhmän työskentely;83;R. Holappa Oy;2071187-0     ;335,53
8008744;18.12.2024 00:00;4440;4440 Opetus- ja kulttuuripalvelut;1123;1123 Johtoryhmän työskentely;1066;Retoriikan kesäkoulu oy;2468611-5     ;3850
8007826;12.12.2024 00:00;4470;4470 Muut palvelut;1123;1123 Johtoryhmän työskentely;956;Vesano Entertainment Oy;2698877-4     ;500
8008755;18.12.2024 00:00;4520;4520 Elintarvikkeet;1123;1123 Johtoryhmän työskentely;91;S-Business Oy;2389183-8     ;122,98
8008755;18.12.2024 00:00;4600;4600 Muu materiaali;1123;1123 Johtoryhmän työskentely;91;S-Business Oy;2389183-8     ;50
8008755;18.12.2024 00:00;4600;4600 Muu materiaali;1123;1123 Johtoryhmän työskentely;91;S-Business Oy;2389183-8     ;64,49
8009671;25.12.2024 00:00;4600;4600 Muu materiaali;1123;1123 Johtoryhmän työskentely;72;Nordea Rahoitus Suomi Oy;0112305-3     ;170,9
8010884;10.1.2025 00:00;4600;4600 Muu materiaali;1123;1123 Johtoryhmän työskentely;72;Nordea Rahoitus Suomi Oy;0112305-3     ;234,31
8010534;7.1.2025 00:00;4350;4350 Painatukset,ilmoitukset,markk.;1124;1124 Markkinointiyhteistyö ja tapah;720;Katinala Live Oy;2813789-3     ;3555
8010755;9.1.2025 00:00;4350;4350 Painatukset,ilmoitukset,markk.;1124;1124 Markkinointiyhteistyö ja tapah;1190;Hämeenlinnan Hiihtoseura r.y.;0718875-5     ;7500
8007870;12.12.2024 00:00;4520;4520 Elintarvikkeet;1124;1124 Markkinointiyhteistyö ja tapah;72;Nordea Rahoitus Suomi Oy;0112305-3     ;21,58
8010873;10.1.2025 00:00;4860;4860 Muut vuokrat;1124;1124 Markkinointiyhteistyö ja tapah;106;Verkatehdas Oy;2069302-7     ;9780
8000433;7.10.2024 00:00;4340;4340 Asiantuntijapalvelut;1142;1142 Talouspalvelut;81;Provincia Oy;2516653-3     ;92240,79
8000786;11.10.2024 00:00;4340;4340 Asiantuntijapalvelut;1142;1142 Talouspalvelut;268;EG Finland Oy;2961563-1     ;4420,03
