Tositenumero;Kirjauspvm;Tili;Tilin nimi;Kustannuspaikka;Kustannuspaikan nimi;Toimittajanro;Toimittajan nimi;Y-Tunnus;Euroa
8005388;21.11.2024 00:00;4390;4390 Rakenn. ja alueiden rakentamis;4623;4623 Kiinteistöpalveluyksikkö;75;Palmia Oy;2653762-3     ;36,15
8005388;21.11.2024 00:00;4390;4390 Rakenn. ja alueiden rakentamis;4623;4623 Kiinteistöpalveluyksikkö;75;Palmia Oy;2653762-3     ;36,15
8005388;21.11.2024 00:00;4390;4390 Rakenn. ja alueiden rakentamis;4623;4623 Kiinteistöpalveluyksikkö;75;Palmia Oy;2653762-3     ;36,15
8005388;21.11.2024 00:00;4390;4390 Rakenn. ja alueiden rakentamis;4623;4623 Kiinteistöpalveluyksikkö;75;Palmia Oy;2653762-3     ;36,15
8005388;21.11.2024 00:00;4390;4390 Rakenn. ja alueiden rakentamis;4623;4623 Kiinteistöpalveluyksikkö;75;Palmia Oy;2653762-3     ;36,15
8005388;21.11.2024 00:00;4390;4390 Rakenn. ja alueiden rakentamis;4623;4623 Kiinteistöpalveluyksikkö;75;Palmia Oy;2653762-3     ;45,37
8005388;21.11.2024 00:00;4390;4390 Rakenn. ja alueiden rakentamis;4623;4623 Kiinteistöpalveluyksikkö;75;Palmia Oy;2653762-3     ;72,3
8005388;21.11.2024 00:00;4390;4390 Rakenn. ja alueiden rakentamis;4623;4623 Kiinteistöpalveluyksikkö;75;Palmia Oy;2653762-3     ;72,3
8005388;21.11.2024 00:00;4390;4390 Rakenn. ja alueiden rakentamis;4623;4623 Kiinteistöpalveluyksikkö;75;Palmia Oy;2653762-3     ;72,3
8005388;21.11.2024 00:00;4390;4390 Rakenn. ja alueiden rakentamis;4623;4623 Kiinteistöpalveluyksikkö;75;Palmia Oy;2653762-3     ;72,3
8005388;21.11.2024 00:00;4390;4390 Rakenn. ja alueiden rakentamis;4623;4623 Kiinteistöpalveluyksikkö;75;Palmia Oy;2653762-3     ;72,3
8005388;21.11.2024 00:00;4390;4390 Rakenn. ja alueiden rakentamis;4623;4623 Kiinteistöpalveluyksikkö;75;Palmia Oy;2653762-3     ;72,3
8005395;21.11.2024 00:00;4390;4390 Rakenn. ja alueiden rakentamis;4623;4623 Kiinteistöpalveluyksikkö;75;Palmia Oy;2653762-3     ;145,1
8005373;21.11.2024 00:00;4390;4390 Rakenn. ja alueiden rakentamis;4623;4623 Kiinteistöpalveluyksikkö;40;IKASET Oy;2806119-8     ;30
8005371;21.11.2024 00:00;4390;4390 Rakenn. ja alueiden rakentamis;4623;4623 Kiinteistöpalveluyksikkö;40;IKASET Oy;2806119-8     ;55,39
8005372;21.11.2024 00:00;4390;4390 Rakenn. ja alueiden rakentamis;4623;4623 Kiinteistöpalveluyksikkö;40;IKASET Oy;2806119-8     ;390
8005604;22.11.2024 00:00;4390;4390 Rakenn. ja alueiden rakentamis;4623;4623 Kiinteistöpalveluyksikkö;45;Karjalan Maalaamo Oy;0397712-4     ;160
8005693;22.11.2024 00:00;4390;4390 Rakenn. ja alueiden rakentamis;4623;4623 Kiinteistöpalveluyksikkö;44;Kantaputki Oy;0971914-2     ;224,43
8005684;22.11.2024 00:00;4390;4390 Rakenn. ja alueiden rakentamis;4623;4623 Kiinteistöpalveluyksikkö;9;Coor Service Management Oy;1597866-9     ;7,75
8005684;22.11.2024 00:00;4390;4390 Rakenn. ja alueiden rakentamis;4623;4623 Kiinteistöpalveluyksikkö;9;Coor Service Management Oy;1597866-9     ;7,83
8005684;22.11.2024 00:00;4390;4390 Rakenn. ja alueiden rakentamis;4623;4623 Kiinteistöpalveluyksikkö;9;Coor Service Management Oy;1597866-9     ;7,83
8005684;22.11.2024 00:00;4390;4390 Rakenn. ja alueiden rakentamis;4623;4623 Kiinteistöpalveluyksikkö;9;Coor Service Management Oy;1597866-9     ;7,83
8005684;22.11.2024 00:00;4390;4390 Rakenn. ja alueiden rakentamis;4623;4623 Kiinteistöpalveluyksikkö;9;Coor Service Management Oy;1597866-9     ;7,83
8005684;22.11.2024 00:00;4390;4390 Rakenn. ja alueiden rakentamis;4623;4623 Kiinteistöpalveluyksikkö;9;Coor Service Management Oy;1597866-9     ;7,83
8005684;22.11.2024 00:00;4390;4390 Rakenn. ja alueiden rakentamis;4623;4623 Kiinteistöpalveluyksikkö;9;Coor Service Management Oy;1597866-9     ;7,83
8005684;22.11.2024 00:00;4390;4390 Rakenn. ja alueiden rakentamis;4623;4623 Kiinteistöpalveluyksikkö;9;Coor Service Management Oy;1597866-9     ;7,83
8005684;22.11.2024 00:00;4390;4390 Rakenn. ja alueiden rakentamis;4623;4623 Kiinteistöpalveluyksikkö;9;Coor Service Management Oy;1597866-9     ;7,83
8005684;22.11.2024 00:00;4390;4390 Rakenn. ja alueiden rakentamis;4623;4623 Kiinteistöpalveluyksikkö;9;Coor Service Management Oy;1597866-9     ;7,83
8005684;22.11.2024 00:00;4390;4390 Rakenn. ja alueiden rakentamis;4623;4623 Kiinteistöpalveluyksikkö;9;Coor Service Management Oy;1597866-9     ;7,83
8005684;22.11.2024 00:00;4390;4390 Rakenn. ja alueiden rakentamis;4623;4623 Kiinteistöpalveluyksikkö;9;Coor Service Management Oy;1597866-9     ;7,83
8005684;22.11.2024 00:00;4390;4390 Rakenn. ja alueiden rakentamis;4623;4623 Kiinteistöpalveluyksikkö;9;Coor Service Management Oy;1597866-9     ;7,83
8005684;22.11.2024 00:00;4390;4390 Rakenn. ja alueiden rakentamis;4623;4623 Kiinteistöpalveluyksikkö;9;Coor Service Management Oy;1597866-9     ;7,83
8005684;22.11.2024 00:00;4390;4390 Rakenn. ja alueiden rakentamis;4623;4623 Kiinteistöpalveluyksikkö;9;Coor Service Management Oy;1597866-9     ;7,83
8005684;22.11.2024 00:00;4390;4390 Rakenn. ja alueiden rakentamis;4623;4623 Kiinteistöpalveluyksikkö;9;Coor Service Management Oy;1597866-9     ;7,83
8005684;22.11.2024 00:00;4390;4390 Rakenn. ja alueiden rakentamis;4623;4623 Kiinteistöpalveluyksikkö;9;Coor Service Management Oy;1597866-9     ;7,83
8005684;22.11.2024 00:00;4390;4390 Rakenn. ja alueiden rakentamis;4623;4623 Kiinteistöpalveluyksikkö;9;Coor Service Management Oy;1597866-9     ;7,83
8005684;22.11.2024 00:00;4390;4390 Rakenn. ja alueiden rakentamis;4623;4623 Kiinteistöpalveluyksikkö;9;Coor Service Management Oy;1597866-9     ;7,83
8005684;22.11.2024 00:00;4390;4390 Rakenn. ja alueiden rakentamis;4623;4623 Kiinteistöpalveluyksikkö;9;Coor Service Management Oy;1597866-9     ;7,83
8005684;22.11.2024 00:00;4390;4390 Rakenn. ja alueiden rakentamis;4623;4623 Kiinteistöpalveluyksikkö;9;Coor Service Management Oy;1597866-9     ;7,83
8005684;22.11.2024 00:00;4390;4390 Rakenn. ja alueiden rakentamis;4623;4623 Kiinteistöpalveluyksikkö;9;Coor Service Management Oy;1597866-9     ;7,83
8005684;22.11.2024 00:00;4390;4390 Rakenn. ja alueiden rakentamis;4623;4623 Kiinteistöpalveluyksikkö;9;Coor Service Management Oy;1597866-9     ;7,83
8005684;22.11.2024 00:00;4390;4390 Rakenn. ja alueiden rakentamis;4623;4623 Kiinteistöpalveluyksikkö;9;Coor Service Management Oy;1597866-9     ;7,83
8005684;22.11.2024 00:00;4390;4390 Rakenn. ja alueiden rakentamis;4623;4623 Kiinteistöpalveluyksikkö;9;Coor Service Management Oy;1597866-9     ;7,83
8005684;22.11.2024 00:00;4390;4390 Rakenn. ja alueiden rakentamis;4623;4623 Kiinteistöpalveluyksikkö;9;Coor Service Management Oy;1597866-9     ;7,83
8005684;22.11.2024 00:00;4390;4390 Rakenn. ja alueiden rakentamis;4623;4623 Kiinteistöpalveluyksikkö;9;Coor Service Management Oy;1597866-9     ;7,83
8005684;22.11.2024 00:00;4390;4390 Rakenn. ja alueiden rakentamis;4623;4623 Kiinteistöpalveluyksikkö;9;Coor Service Management Oy;1597866-9     ;7,83
8005684;22.11.2024 00:00;4390;4390 Rakenn. ja alueiden rakentamis;4623;4623 Kiinteistöpalveluyksikkö;9;Coor Service Management Oy;1597866-9     ;7,83
8005684;22.11.2024 00:00;4390;4390 Rakenn. ja alueiden rakentamis;4623;4623 Kiinteistöpalveluyksikkö;9;Coor Service Management Oy;1597866-9     ;7,83
8005684;22.11.2024 00:00;4390;4390 Rakenn. ja alueiden rakentamis;4623;4623 Kiinteistöpalveluyksikkö;9;Coor Service Management Oy;1597866-9     ;7,83
8005684;22.11.2024 00:00;4390;4390 Rakenn. ja alueiden rakentamis;4623;4623 Kiinteistöpalveluyksikkö;9;Coor Service Management Oy;1597866-9     ;7,83
8005684;22.11.2024 00:00;4390;4390 Rakenn. ja alueiden rakentamis;4623;4623 Kiinteistöpalveluyksikkö;9;Coor Service Management Oy;1597866-9     ;7,83
8005684;22.11.2024 00:00;4390;4390 Rakenn. ja alueiden rakentamis;4623;4623 Kiinteistöpalveluyksikkö;9;Coor Service Management Oy;1597866-9     ;7,83
8005684;22.11.2024 00:00;4390;4390 Rakenn. ja alueiden rakentamis;4623;4623 Kiinteistöpalveluyksikkö;9;Coor Service Management Oy;1597866-9     ;7,83
8005684;22.11.2024 00:00;4390;4390 Rakenn. ja alueiden rakentamis;4623;4623 Kiinteistöpalveluyksikkö;9;Coor Service Management Oy;1597866-9     ;7,83
8005684;22.11.2024 00:00;4390;4390 Rakenn. ja alueiden rakentamis;4623;4623 Kiinteistöpalveluyksikkö;9;Coor Service Management Oy;1597866-9     ;7,83
8005684;22.11.2024 00:00;4390;4390 Rakenn. ja alueiden rakentamis;4623;4623 Kiinteistöpalveluyksikkö;9;Coor Service Management Oy;1597866-9     ;9,83
8005684;22.11.2024 00:00;4390;4390 Rakenn. ja alueiden rakentamis;4623;4623 Kiinteistöpalveluyksikkö;9;Coor Service Management Oy;1597866-9     ;15,66
8005684;22.11.2024 00:00;4390;4390 Rakenn. ja alueiden rakentamis;4623;4623 Kiinteistöpalveluyksikkö;9;Coor Service Management Oy;1597866-9     ;15,66
8005684;22.11.2024 00:00;4390;4390 Rakenn. ja alueiden rakentamis;4623;4623 Kiinteistöpalveluyksikkö;9;Coor Service Management Oy;1597866-9     ;15,66
8005684;22.11.2024 00:00;4390;4390 Rakenn. ja alueiden rakentamis;4623;4623 Kiinteistöpalveluyksikkö;9;Coor Service Management Oy;1597866-9     ;23,49
8005684;22.11.2024 00:00;4390;4390 Rakenn. ja alueiden rakentamis;4623;4623 Kiinteistöpalveluyksikkö;9;Coor Service Management Oy;1597866-9     ;31,32
8005684;22.11.2024 00:00;4390;4390 Rakenn. ja alueiden rakentamis;4623;4623 Kiinteistöpalveluyksikkö;9;Coor Service Management Oy;1597866-9     ;46,98
8005690;22.11.2024 00:00;4390;4390 Rakenn. ja alueiden rakentamis;4623;4623 Kiinteistöpalveluyksikkö;9;Coor Service Management Oy;1597866-9     ;106,19
8005684;22.11.2024 00:00;4390;4390 Rakenn. ja alueiden rakentamis;4623;4623 Kiinteistöpalveluyksikkö;9;Coor Service Management Oy;1597866-9     ;168,19
8005684;22.11.2024 00:00;4390;4390 Rakenn. ja alueiden rakentamis;4623;4623 Kiinteistöpalveluyksikkö;9;Coor Service Management Oy;1597866-9     ;190,45
8005684;22.11.2024 00:00;4390;4390 Rakenn. ja alueiden rakentamis;4623;4623 Kiinteistöpalveluyksikkö;9;Coor Service Management Oy;1597866-9     ;192,15
8005684;22.11.2024 00:00;4390;4390 Rakenn. ja alueiden rakentamis;4623;4623 Kiinteistöpalveluyksikkö;9;Coor Service Management Oy;1597866-9     ;207,38
8005684;22.11.2024 00:00;4390;4390 Rakenn. ja alueiden rakentamis;4623;4623 Kiinteistöpalveluyksikkö;9;Coor Service Management Oy;1597866-9     ;217,98
8005684;22.11.2024 00:00;4390;4390 Rakenn. ja alueiden rakentamis;4623;4623 Kiinteistöpalveluyksikkö;9;Coor Service Management Oy;1597866-9     ;234,39
8005684;22.11.2024 00:00;4390;4390 Rakenn. ja alueiden rakentamis;4623;4623 Kiinteistöpalveluyksikkö;9;Coor Service Management Oy;1597866-9     ;246,49
8005684;22.11.2024 00:00;4390;4390 Rakenn. ja alueiden rakentamis;4623;4623 Kiinteistöpalveluyksikkö;9;Coor Service Management Oy;1597866-9     ;247,69
8005684;22.11.2024 00:00;4390;4390 Rakenn. ja alueiden rakentamis;4623;4623 Kiinteistöpalveluyksikkö;9;Coor Service Management Oy;1597866-9     ;251,97
8005684;22.11.2024 00:00;4390;4390 Rakenn. ja alueiden rakentamis;4623;4623 Kiinteistöpalveluyksikkö;9;Coor Service Management Oy;1597866-9     ;255,73
8005684;22.11.2024 00:00;4390;4390 Rakenn. ja alueiden rakentamis;4623;4623 Kiinteistöpalveluyksikkö;9;Coor Service Management Oy;1597866-9     ;268,1
8005684;22.11.2024 00:00;4390;4390 Rakenn. ja alueiden rakentamis;4623;4623 Kiinteistöpalveluyksikkö;9;Coor Service Management Oy;1597866-9     ;271,99
8005684;22.11.2024 00:00;4390;4390 Rakenn. ja alueiden rakentamis;4623;4623 Kiinteistöpalveluyksikkö;9;Coor Service Management Oy;1597866-9     ;272,15
8005684;22.11.2024 00:00;4390;4390 Rakenn. ja alueiden rakentamis;4623;4623 Kiinteistöpalveluyksikkö;9;Coor Service Management Oy;1597866-9     ;272,91
8005684;22.11.2024 00:00;4390;4390 Rakenn. ja alueiden rakentamis;4623;4623 Kiinteistöpalveluyksikkö;9;Coor Service Management Oy;1597866-9     ;280,66
8005684;22.11.2024 00:00;4390;4390 Rakenn. ja alueiden rakentamis;4623;4623 Kiinteistöpalveluyksikkö;9;Coor Service Management Oy;1597866-9     ;286,1
8005684;22.11.2024 00:00;4390;4390 Rakenn. ja alueiden rakentamis;4623;4623 Kiinteistöpalveluyksikkö;9;Coor Service Management Oy;1597866-9     ;286,62
8005684;22.11.2024 00:00;4390;4390 Rakenn. ja alueiden rakentamis;4623;4623 Kiinteistöpalveluyksikkö;9;Coor Service Management Oy;1597866-9     ;291,36
8005684;22.11.2024 00:00;4390;4390 Rakenn. ja alueiden rakentamis;4623;4623 Kiinteistöpalveluyksikkö;9;Coor Service Management Oy;1597866-9     ;294,9
8005684;22.11.2024 00:00;4390;4390 Rakenn. ja alueiden rakentamis;4623;4623 Kiinteistöpalveluyksikkö;9;Coor Service Management Oy;1597866-9     ;306,29
8005684;22.11.2024 00:00;4390;4390 Rakenn. ja alueiden rakentamis;4623;4623 Kiinteistöpalveluyksikkö;9;Coor Service Management Oy;1597866-9     ;318,58
8005684;22.11.2024 00:00;4390;4390 Rakenn. ja alueiden rakentamis;4623;4623 Kiinteistöpalveluyksikkö;9;Coor Service Management Oy;1597866-9     ;319,05
8005684;22.11.2024 00:00;4390;4390 Rakenn. ja alueiden rakentamis;4623;4623 Kiinteistöpalveluyksikkö;9;Coor Service Management Oy;1597866-9     ;324,25
8005684;22.11.2024 00:00;4390;4390 Rakenn. ja alueiden rakentamis;4623;4623 Kiinteistöpalveluyksikkö;9;Coor Service Management Oy;1597866-9     ;327,08
8005684;22.11.2024 00:00;4390;4390 Rakenn. ja alueiden rakentamis;4623;4623 Kiinteistöpalveluyksikkö;9;Coor Service Management Oy;1597866-9     ;327,96
8005684;22.11.2024 00:00;4390;4390 Rakenn. ja alueiden rakentamis;4623;4623 Kiinteistöpalveluyksikkö;9;Coor Service Management Oy;1597866-9     ;332,93
8005684;22.11.2024 00:00;4390;4390 Rakenn. ja alueiden rakentamis;4623;4623 Kiinteistöpalveluyksikkö;9;Coor Service Management Oy;1597866-9     ;340,98
8005684;22.11.2024 00:00;4390;4390 Rakenn. ja alueiden rakentamis;4623;4623 Kiinteistöpalveluyksikkö;9;Coor Service Management Oy;1597866-9     ;343,31
8005684;22.11.2024 00:00;4390;4390 Rakenn. ja alueiden rakentamis;4623;4623 Kiinteistöpalveluyksikkö;9;Coor Service Management Oy;1597866-9     ;353,3
8005684;22.11.2024 00:00;4390;4390 Rakenn. ja alueiden rakentamis;4623;4623 Kiinteistöpalveluyksikkö;9;Coor Service Management Oy;1597866-9     ;353,71
8005684;22.11.2024 00:00;4390;4390 Rakenn. ja alueiden rakentamis;4623;4623 Kiinteistöpalveluyksikkö;9;Coor Service Management Oy;1597866-9     ;363,15
8005684;22.11.2024 00:00;4390;4390 Rakenn. ja alueiden rakentamis;4623;4623 Kiinteistöpalveluyksikkö;9;Coor Service Management Oy;1597866-9     ;370,39
8005684;22.11.2024 00:00;4390;4390 Rakenn. ja alueiden rakentamis;4623;4623 Kiinteistöpalveluyksikkö;9;Coor Service Management Oy;1597866-9     ;373
8005684;22.11.2024 00:00;4390;4390 Rakenn. ja alueiden rakentamis;4623;4623 Kiinteistöpalveluyksikkö;9;Coor Service Management Oy;1597866-9     ;388,56
8005684;22.11.2024 00:00;4390;4390 Rakenn. ja alueiden rakentamis;4623;4623 Kiinteistöpalveluyksikkö;9;Coor Service Management Oy;1597866-9     ;430,88
8005684;22.11.2024 00:00;4390;4390 Rakenn. ja alueiden rakentamis;4623;4623 Kiinteistöpalveluyksikkö;9;Coor Service Management Oy;1597866-9     ;517,47
8005684;22.11.2024 00:00;4390;4390 Rakenn. ja alueiden rakentamis;4623;4623 Kiinteistöpalveluyksikkö;9;Coor Service Management Oy;1597866-9     ;568,32
8005684;22.11.2024 00:00;4390;4390 Rakenn. ja alueiden rakentamis;4623;4623 Kiinteistöpalveluyksikkö;9;Coor Service Management Oy;1597866-9     ;569,14
8005684;22.11.2024 00:00;4390;4390 Rakenn. ja alueiden rakentamis;4623;4623 Kiinteistöpalveluyksikkö;9;Coor Service Management Oy;1597866-9     ;574
8005684;22.11.2024 00:00;4390;4390 Rakenn. ja alueiden rakentamis;4623;4623 Kiinteistöpalveluyksikkö;9;Coor Service Management Oy;1597866-9     ;766,49
8005684;22.11.2024 00:00;4390;4390 Rakenn. ja alueiden rakentamis;4623;4623 Kiinteistöpalveluyksikkö;9;Coor Service Management Oy;1597866-9     ;800,52
8005684;22.11.2024 00:00;4390;4390 Rakenn. ja alueiden rakentamis;4623;4623 Kiinteistöpalveluyksikkö;9;Coor Service Management Oy;1597866-9     ;871,42
8005684;22.11.2024 00:00;4390;4390 Rakenn. ja alueiden rakentamis;4623;4623 Kiinteistöpalveluyksikkö;9;Coor Service Management Oy;1597866-9     ;875,7
8005684;22.11.2024 00:00;4390;4390 Rakenn. ja alueiden rakentamis;4623;4623 Kiinteistöpalveluyksikkö;9;Coor Service Management Oy;1597866-9     ;970,8
8005684;22.11.2024 00:00;4390;4390 Rakenn. ja alueiden rakentamis;4623;4623 Kiinteistöpalveluyksikkö;9;Coor Service Management Oy;1597866-9     ;1095,49
8005684;22.11.2024 00:00;4390;4390 Rakenn. ja alueiden rakentamis;4623;4623 Kiinteistöpalveluyksikkö;9;Coor Service Management Oy;1597866-9     ;2593,63
8005608;22.11.2024 00:00;4390;4390 Rakenn. ja alueiden rakentamis;4623;4623 Kiinteistöpalveluyksikkö;50;KONE Hissit Oy;1904292-1     ;270,02
8005691;22.11.2024 00:00;4390;4390 Rakenn. ja alueiden rakentamis;4623;4623 Kiinteistöpalveluyksikkö;50;KONE Hissit Oy;1904292-1     ;537,78
8005694;22.11.2024 00:00;4390;4390 Rakenn. ja alueiden rakentamis;4623;4623 Kiinteistöpalveluyksikkö;173;T Sähkö Oy;2454834-5     ;161,91
8005686;22.11.2024 00:00;4390;4390 Rakenn. ja alueiden rakentamis;4623;4623 Kiinteistöpalveluyksikkö;43;Kanta-Hämeen hyvinvointialue;3221307-8     ;760
8005770;25.11.2024 00:00;4390;4390 Rakenn. ja alueiden rakentamis;4623;4623 Kiinteistöpalveluyksikkö;45;Karjalan Maalaamo Oy;0397712-4     ;156
8005769;25.11.2024 00:00;4390;4390 Rakenn. ja alueiden rakentamis;4623;4623 Kiinteistöpalveluyksikkö;45;Karjalan Maalaamo Oy;0397712-4     ;162,74
8005757;25.11.2024 00:00;4390;4390 Rakenn. ja alueiden rakentamis;4623;4623 Kiinteistöpalveluyksikkö;44;Kantaputki Oy;0971914-2     ;42,5
8005734;25.11.2024 00:00;4390;4390 Rakenn. ja alueiden rakentamis;4623;4623 Kiinteistöpalveluyksikkö;810;Suomen sähkövarmennus / Tapio Sahin;1135423-4     ;350
8005734;25.11.2024 00:00;4390;4390 Rakenn. ja alueiden rakentamis;4623;4623 Kiinteistöpalveluyksikkö;810;Suomen sähkövarmennus / Tapio Sahin;1135423-4     ;490
8005771;25.11.2024 00:00;4390;4390 Rakenn. ja alueiden rakentamis;4623;4623 Kiinteistöpalveluyksikkö;9;Coor Service Management Oy;1597866-9     ;7,83
8005771;25.11.2024 00:00;4390;4390 Rakenn. ja alueiden rakentamis;4623;4623 Kiinteistöpalveluyksikkö;9;Coor Service Management Oy;1597866-9     ;201,86
8005762;25.11.2024 00:00;4390;4390 Rakenn. ja alueiden rakentamis;4623;4623 Kiinteistöpalveluyksikkö;9;Coor Service Management Oy;1597866-9     ;221,02
8005939;25.11.2024 00:00;4390;4390 Rakenn. ja alueiden rakentamis;4623;4623 Kiinteistöpalveluyksikkö;9;Coor Service Management Oy;1597866-9     ;740,49
8005767;25.11.2024 00:00;4390;4390 Rakenn. ja alueiden rakentamis;4623;4623 Kiinteistöpalveluyksikkö;173;T Sähkö Oy;2454834-5     ;39
8005920;25.11.2024 00:00;4390;4390 Rakenn. ja alueiden rakentamis;4623;4623 Kiinteistöpalveluyksikkö;173;T Sähkö Oy;2454834-5     ;39
8005768;25.11.2024 00:00;4390;4390 Rakenn. ja alueiden rakentamis;4623;4623 Kiinteistöpalveluyksikkö;173;T Sähkö Oy;2454834-5     ;117
8005921;25.11.2024 00:00;4390;4390 Rakenn. ja alueiden rakentamis;4623;4623 Kiinteistöpalveluyksikkö;173;T Sähkö Oy;2454834-5     ;318,58
8005961;26.11.2024 00:00;4390;4390 Rakenn. ja alueiden rakentamis;4623;4623 Kiinteistöpalveluyksikkö;413;TELE-HONKANEN OY;0748341-2     ;48,31
8005962;26.11.2024 00:00;4390;4390 Rakenn. ja alueiden rakentamis;4623;4623 Kiinteistöpalveluyksikkö;413;TELE-HONKANEN OY;0748341-2     ;122,1
8006004;26.11.2024 00:00;4390;4390 Rakenn. ja alueiden rakentamis;4623;4623 Kiinteistöpalveluyksikkö;413;TELE-HONKANEN OY;0748341-2     ;131,27
8005988;26.11.2024 00:00;4390;4390 Rakenn. ja alueiden rakentamis;4623;4623 Kiinteistöpalveluyksikkö;810;Suomen sähkövarmennus / Tapio Sahin;1135423-4     ;210
8005989;26.11.2024 00:00;4390;4390 Rakenn. ja alueiden rakentamis;4623;4623 Kiinteistöpalveluyksikkö;810;Suomen sähkövarmennus / Tapio Sahin;1135423-4     ;280
8005988;26.11.2024 00:00;4390;4390 Rakenn. ja alueiden rakentamis;4623;4623 Kiinteistöpalveluyksikkö;810;Suomen sähkövarmennus / Tapio Sahin;1135423-4     ;420
8005957;26.11.2024 00:00;4390;4390 Rakenn. ja alueiden rakentamis;4623;4623 Kiinteistöpalveluyksikkö;173;T Sähkö Oy;2454834-5     ;192,52
8005963;26.11.2024 00:00;4390;4390 Rakenn. ja alueiden rakentamis;4623;4623 Kiinteistöpalveluyksikkö;40;IKASET Oy;2806119-8     ;16,94
8006003;26.11.2024 00:00;4390;4390 Rakenn. ja alueiden rakentamis;4623;4623 Kiinteistöpalveluyksikkö;40;IKASET Oy;2806119-8     ;682,62
8006144;27.11.2024 00:00;4390;4390 Rakenn. ja alueiden rakentamis;4623;4623 Kiinteistöpalveluyksikkö;6;Caverion Suomi Oy;0146519-2     ;199,11
8006145;27.11.2024 00:00;4390;4390 Rakenn. ja alueiden rakentamis;4623;4623 Kiinteistöpalveluyksikkö;6;Caverion Suomi Oy;0146519-2     ;240,02
8006146;27.11.2024 00:00;4390;4390 Rakenn. ja alueiden rakentamis;4623;4623 Kiinteistöpalveluyksikkö;6;Caverion Suomi Oy;0146519-2     ;246,86
8006174;27.11.2024 00:00;4390;4390 Rakenn. ja alueiden rakentamis;4623;4623 Kiinteistöpalveluyksikkö;413;TELE-HONKANEN OY;0748341-2     ;96,62
8006175;27.11.2024 00:00;4390;4390 Rakenn. ja alueiden rakentamis;4623;4623 Kiinteistöpalveluyksikkö;413;TELE-HONKANEN OY;0748341-2     ;152,14
8006161;27.11.2024 00:00;4390;4390 Rakenn. ja alueiden rakentamis;4623;4623 Kiinteistöpalveluyksikkö;413;TELE-HONKANEN OY;0748341-2     ;872,21
8006164;27.11.2024 00:00;4390;4390 Rakenn. ja alueiden rakentamis;4623;4623 Kiinteistöpalveluyksikkö;27;Loihde Trust Oy;0863729-2     ;199,07
8006183;27.11.2024 00:00;4390;4390 Rakenn. ja alueiden rakentamis;4623;4623 Kiinteistöpalveluyksikkö;44;Kantaputki Oy;0971914-2     ;42,5
8006165;27.11.2024 00:00;4390;4390 Rakenn. ja alueiden rakentamis;4623;4623 Kiinteistöpalveluyksikkö;44;Kantaputki Oy;0971914-2     ;130,88
8006184;27.11.2024 00:00;4390;4390 Rakenn. ja alueiden rakentamis;4623;4623 Kiinteistöpalveluyksikkö;44;Kantaputki Oy;0971914-2     ;208,5
8006168;27.11.2024 00:00;4390;4390 Rakenn. ja alueiden rakentamis;4623;4623 Kiinteistöpalveluyksikkö;44;Kantaputki Oy;0971914-2     ;266,3
8006167;27.11.2024 00:00;4390;4390 Rakenn. ja alueiden rakentamis;4623;4623 Kiinteistöpalveluyksikkö;44;Kantaputki Oy;0971914-2     ;655,81
8006151;27.11.2024 00:00;4390;4390 Rakenn. ja alueiden rakentamis;4623;4623 Kiinteistöpalveluyksikkö;8;Consti Talotekniikka Oy;1841342-8     ;61,35
8006182;27.11.2024 00:00;4390;4390 Rakenn. ja alueiden rakentamis;4623;4623 Kiinteistöpalveluyksikkö;8;Consti Talotekniikka Oy;1841342-8     ;159,18
8006163;27.11.2024 00:00;4390;4390 Rakenn. ja alueiden rakentamis;4623;4623 Kiinteistöpalveluyksikkö;8;Consti Talotekniikka Oy;1841342-8     ;164,25
8006176;27.11.2024 00:00;4390;4390 Rakenn. ja alueiden rakentamis;4623;4623 Kiinteistöpalveluyksikkö;31;JIS-Automation Oy;1849009-5     ;185
8006171;27.11.2024 00:00;4390;4390 Rakenn. ja alueiden rakentamis;4623;4623 Kiinteistöpalveluyksikkö;173;T Sähkö Oy;2454834-5     ;122,91
8006172;27.11.2024 00:00;4390;4390 Rakenn. ja alueiden rakentamis;4623;4623 Kiinteistöpalveluyksikkö;173;T Sähkö Oy;2454834-5     ;140,57
8006170;27.11.2024 00:00;4390;4390 Rakenn. ja alueiden rakentamis;4623;4623 Kiinteistöpalveluyksikkö;173;T Sähkö Oy;2454834-5     ;142,85
8006185;27.11.2024 00:00;4390;4390 Rakenn. ja alueiden rakentamis;4623;4623 Kiinteistöpalveluyksikkö;173;T Sähkö Oy;2454834-5     ;164,7
8006169;27.11.2024 00:00;4390;4390 Rakenn. ja alueiden rakentamis;4623;4623 Kiinteistöpalveluyksikkö;173;T Sähkö Oy;2454834-5     ;165,38
8006149;27.11.2024 00:00;4390;4390 Rakenn. ja alueiden rakentamis;4623;4623 Kiinteistöpalveluyksikkö;40;IKASET Oy;2806119-8     ;37
8006149;27.11.2024 00:00;4390;4390 Rakenn. ja alueiden rakentamis;4623;4623 Kiinteistöpalveluyksikkö;40;IKASET Oy;2806119-8     ;60
8006180;27.11.2024 00:00;4390;4390 Rakenn. ja alueiden rakentamis;4623;4623 Kiinteistöpalveluyksikkö;49;Kirvestyöt Timo Sollo Oy;2829171-9     ;146,66
